Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Chalet Herringbone Invisible,WO58453LAM,Lamett,33.81,33.81,55.83333333333333,Wood,Herringbone,Lamett Chalet Herringbone Invisible,Price per SQM: £67.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Chalet Herringbone Natural,WO15305LAM,Lamett,33.81,33.81,55.83333333333333,Wood,Herringbone,Lamett Chalet Herringbone Natural,Price per SQM: £67.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Cottage 190 Invisible,WO50169LAM,Lamett,33.0,33.0,54.16666666666667,Wood,Plank,Lamett Cottage 190 Invisible,"Price per SQM: £65.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Cottage 190 Mont Blanc,WO75834LAM,Lamett,33.0,33.0,54.16666666666667,Wood,Plank,Lamett Cottage 190 Mont Blanc,"Price per SQM: £65.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Cottage 190 Natural,WO82723LAM,Lamett,33.0,33.0,54.16666666666667,Wood,Plank,Lamett Cottage 190 Natural,"Price per SQM: £65.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Cottage 190 Paris Brown,WO22888LAM,Lamett,29.92,29.92,49.16666666666667,Wood,Plank,Lamett Cottage 190 Paris Brown,"Price per SQM: £59.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Cottage 260 Invisible,WO89781LAM,Lamett,43.2,43.2,65.0,Wood,Plank,Lamett Cottage 260 Invisible,"Price per SQM: £78.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Cottage 260 Natural,WO60629LAM,Lamett,43.2,43.2,65.0,Wood,Plank,Lamett Cottage 260 Natural,"Price per SQM: £78.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Cottage Herringbone Invisible,WO15637LAM,Lamett,35.0,35.0,54.16666666666667,Wood,Herringbone,Lamett Cottage Herringbone Invisible,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Cottage Herringbone Natural,WO46986LAM,Lamett,35.0,35.0,54.16666666666667,Wood,Herringbone,Lamett Cottage Herringbone Natural,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Country Double Smoked Pure,WO60154LAM,Lamett,37.21,37.21,57.5,Wood,Plank,Lamett Country Double Smoked Pure,"Price per SQM: £69.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Country Smoked Coffee,WO39043LAM,Lamett,37.21,37.21,57.5,Wood,Plank,Lamett Country Smoked Coffee,"Price per SQM: £69.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Country Smoked Grey,WO18883LAM,Lamett,37.21,37.21,57.5,Wood,Plank,Lamett Country Smoked Grey,"Price per SQM: £69.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Country Smoked Natural,WO94406LAM,Lamett,37.21,37.21,57.5,Wood,Plank,Lamett Country Smoked Natural,"Price per SQM: £69.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Country Smoked White,WO36561LAM,Lamett,37.21,37.21,57.5,Wood,Plank,Lamett Country Smoked White,"Price per SQM: £69.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Country White,WO55968LAM,Lamett,37.21,37.21,57.5,Wood,Plank,Lamett Country White,Price per SQM: £69.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Farm Antique,WO15099LAM,Lamett,46.64,46.64,70.0,Wood,Plank,Lamett Farm Antique,"Price per SQM: £84.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Farm Harvest,WO38068LAM,Lamett,46.64,46.64,70.0,Wood,Plank,Lamett Farm Harvest,"Price per SQM: £84.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Farm Herringbone Antique,WO56937LAM,Lamett,56.95,56.95,80.0,Wood,Herringbone,Lamett Farm Herringbone Antique,"Price per SQM: £96.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Farm Herringbone Old Church,WO57968LAM,Lamett,56.95,56.95,80.0,Wood,Herringbone,Lamett Farm Herringbone Old Church,"Price per SQM: £96.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Farm Herringbone Pure,WO70668LAM,Lamett,56.95,56.95,80.0,Wood,Herringbone,Lamett Farm Herringbone Pure,Price per SQM: £96.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Farm Herringbone Traditions,WO17207LAM,Lamett,56.95,56.95,80.0,Wood,Herringbone,Lamett Farm Herringbone Traditions,"Price per SQM: £96.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Farm Herringbone White,WO81827LAM,Lamett,56.95,56.95,80.0,Wood,Herringbone,Lamett Farm Herringbone White,Price per SQM: £96.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Farm Old Church,WO93436LAM,Lamett,46.64,46.64,70.0,Wood,Plank,Lamett Farm Old Church,"Price per SQM: £84.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Farm Pure,WO21150LAM,Lamett,46.64,46.64,70.0,Wood,Plank,Lamett Farm Pure,"Price per SQM: £84.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Farm Traditions,WO55351LAM,Lamett,46.64,46.64,70.0,Wood,Plank,Lamett Farm Traditions,"Price per SQM: £84.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Farm White,WO48149LAM,Lamett,46.64,46.64,70.0,Wood,Plank,Lamett Farm White,"Price per SQM: £84.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
New York Coffee,WO19488LAM,Lamett,54.23,54.23,75.83333333333333,Wood,Plank,Lamett New York Coffee,Price per SQM: £91.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
New York Natural,WO46820LAM,Lamett,54.23,54.23,75.83333333333333,Wood,Plank,Lamett New York Natural,Price per SQM: £91.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
New York Pure Plus,WO77772LAM,Lamett,54.23,54.23,75.83333333333333,Wood,Plank,Lamett New York Pure Plus,Price per SQM: £91.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
New York Skyline,WO16146LAM,Lamett,54.23,54.23,75.83333333333333,Wood,Plank,Lamett New York Skyline,Price per SQM: £91.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
New York Sunset,WO43964LAM,Lamett,54.23,54.23,75.83333333333333,Wood,Plank,Lamett New York Sunset,Price per SQM: £91.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
New York Wheat,WO68589LAM,Lamett,54.23,54.23,75.83333333333333,Wood,Plank,Lamett New York Wheat,Price per SQM: £91.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Oslo 150 Mont Blanc,WO98198LAM,Lamett,38.47,38.47,60.0,Wood,Plank,Lamett Oslo 150 Mont Blanc,Price per SQM: £72.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Oslo 150 Natural,WO90370LAM,Lamett,38.47,38.47,60.0,Wood,Plank,Lamett Oslo 150 Natural,Price per SQM: £72.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Oslo 150 Pure,WO65008LAM,Lamett,38.47,38.47,60.0,Wood,Plank,Lamett Oslo 150 Pure,Price per SQM: £72.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Oslo 190 Authentic Brown,WO53483LAM,Lamett,49.58,49.58,74.16666666666667,Wood,Plank,Lamett Oslo 190 Authentic Brown,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Oslo 190 Mont Blanc,WO43864LAM,Lamett,49.58,49.58,74.16666666666667,Wood,Plank,Lamett Oslo 190 Mont Blanc,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Oslo 190 Natural,WO63495LAM,Lamett,49.58,49.58,74.16666666666667,Wood,Plank,Lamett Oslo 190 Natural,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Oslo 190 Paris Brown,WO19548LAM,Lamett,49.58,49.58,74.16666666666667,Wood,Plank,Lamett Oslo 190 Paris Brown,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Oslo 190 Pure,WO52166LAM,Lamett,49.58,49.58,74.16666666666667,Wood,Plank,Lamett Oslo 190 Pure,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Oslo Herringbone Mont Blanc,WO53785LAM,Lamett,55.27,55.27,77.5,Wood,Herringbone,Lamett Oslo Herringbone Mont Blanc,"Price per SQM: £93.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Oslo Herringbone Natural,WO74628LAM,Lamett,55.27,55.27,77.5,Wood,Herringbone,Lamett Oslo Herringbone Natural,"Price per SQM: £93.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Oslo Herringbone Pure,WO29798LAM,Lamett,55.27,55.27,77.5,Wood,Herringbone,Lamett Oslo Herringbone Pure,"Price per SQM: £93.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Tenda 150 Invisible,WO48078LAM,Lamett,28.75,28.75,50.0,Wood,Plank,Lamett Tenda 150 Invisible,Price per SQM: £60.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Tenda 150 Natural,WO71282LAM,Lamett,30.92,30.92,50.83333333333333,Wood,Plank,Lamett Tenda 150 Natural,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
American Black Walnut (Matt) (Diva 139) 1021340,WO56755PAN,Panaget,71.55,71.55,100.0,Wood,Plank,Panaget American Black Walnut (Matt) (Diva 139) 1021340,Price per SQM: £120.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
American Black Walnut (Satin) (Herringbone 139) 1019564,WO19856PAN,Panaget,79.9,79.9,111.66666666666666,Wood,Herringbone,Panaget American Black Walnut (Satin) (Herringbone 139) 1019564,Price per SQM: £134.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Argile - Authentic (Diva 223) 1017303,WO74121PAN,Panaget,72.85,72.85,101.66666666666666,Wood,Plank,Panaget Argile - Authentic (Diva 223) 1017303,Price per SQM: £122.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Argile - Zenitude (Diva 184) 1016189,WO84017PAN,Panaget,52.75,52.75,74.16666666666667,Wood,Plank,Panaget Argile - Zenitude (Diva 184) 1016189,"Price per SQM: £89.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Bois Flotte - Authentic (Chevron 139) 1019821,WO78112PAN,Panaget,70.35,70.35,98.33333333333334,Wood,Chevron,Panaget Bois Flotte - Authentic (Chevron 139) 1019821,Price per SQM: £118.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Bois Flotte - Authentic (Diva 139) 1017897,WO17345PAN,Panaget,40.15,40.15,60.0,Wood,Plank,Panaget Bois Flotte - Authentic (Diva 139) 1017897,Price per SQM: £72.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Bois Flotte - Authentic (Diva 184) 1016634,WO44295PAN,Panaget,56.1,56.1,78.33333333333333,Wood,Plank,Panaget Bois Flotte - Authentic (Diva 184) 1016634,Price per SQM: £94.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Bois Flotte - Authentic (Diva 223) 1016985,WO13281PAN,Panaget,72.85,72.85,101.66666666666666,Wood,Plank,Panaget Bois Flotte - Authentic (Diva 223) 1016985,"Price per SQM: £122.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Bois Flotte - Authentic (Diva Click 184) 1000059,WO26750PAN,Panaget,51.3,51.3,71.66666666666667,Wood,Plank,Panaget Bois Flotte - Authentic (Diva Click 184) 1000059,Price per SQM: £86.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Bois Flotte - Authentic (Herringbone 139) 1016617,WO73529PAN,Panaget,58.9,58.9,82.5,Wood,Herringbone,Panaget Bois Flotte - Authentic (Herringbone 139) 1016617,Price per SQM: £99.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Bois Flotte - Classic (Diva 139) 1019701,WO14239PAN,Panaget,45.95,45.95,69.16666666666667,Wood,Plank,Panaget Bois Flotte - Classic (Diva 139) 1019701,Price per SQM: £83.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Bois Flotte - Classic (Diva 184) 1006159,WO96500PAN,Panaget,59.0,59.0,82.5,Wood,Plank,Panaget Bois Flotte - Classic (Diva 184) 1006159,Price per SQM: £99.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Bois Flotte - Classic (Diva Click 139) 1005774,WO55719PAN,Panaget,43.0,43.0,64.16666666666667,Wood,Plank,Panaget Bois Flotte - Classic (Diva Click 139) 1005774,Price per SQM: £77.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Bois Flotte - Intenso (Diva 139) 1017017,WO35030PAN,Panaget,32.87,32.87,54.16666666666667,Wood,Plank,Panaget Bois Flotte - Intenso (Diva 139) 1017017,Price per SQM: £65.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Bois Flotte - Zenitude (Diva 139) 1007643,WO97297PAN,Panaget,37.65,37.65,58.33333333333333,Wood,Plank,Panaget Bois Flotte - Zenitude (Diva 139) 1007643,Price per SQM: £70.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Bois Flotte - Zenitude (Diva 184) 1007330,WO52768PAN,Panaget,52.75,52.75,74.16666666666667,Wood,Plank,Panaget Bois Flotte - Zenitude (Diva 184) 1007330,"Price per SQM: £89.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Bois Flotte - Zenitude (Diva 184) 1016424,WO52271PAN,Panaget,47.55,47.55,71.66666666666667,Wood,Plank,Panaget Bois Flotte - Zenitude (Diva 184) 1016424,Price per SQM: £86.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Bois Flotte - Zenitude (Sonate 140) 1007261,WO92846PAN,Panaget,57.43,57.43,80.0,Wood,Plank,Panaget Bois Flotte - Zenitude (Sonate 140) 1007261,Price per SQM: £96.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Bois Flotte - Zenitude (Sonate 90) 1007293,WO26626PAN,Panaget,55.38,55.38,77.5,Wood,Plank,Panaget Bois Flotte - Zenitude (Sonate 90) 1007293,Price per SQM: £93.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Bois Flotte – Tradition (Alto 139) 1017696,WO56818PAN,Panaget,46.52,46.52,70.0,Wood,Plank,Panaget Bois Flotte – Tradition (Alto 139) 1017696,Price per SQM: £84.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Café Crème - Authentic (Chevron 139) 1019822,WO17545PAN,Panaget,70.35,70.35,98.33333333333334,Wood,Chevron,Panaget Café Crème - Authentic (Chevron 139) 1019822,Price per SQM: £118.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Café Crème - Zenitude (Diva 139) 1019168,WO78263PAN,Panaget,37.65,37.65,58.33333333333333,Wood,Plank,Panaget Café Crème - Zenitude (Diva 139) 1019168,Price per SQM: £70.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Café Crème - Zenitude (Diva 184) 1019171,WO15293PAN,Panaget,52.75,52.75,74.16666666666667,Wood,Plank,Panaget Café Crème - Zenitude (Diva 184) 1019171,"Price per SQM: £89.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Café Crème - Zenitude (Sonate 140) 1019819,WO48625PAN,Panaget,57.43,57.43,80.0,Wood,Plank,Panaget Café Crème - Zenitude (Sonate 140) 1019819,Price per SQM: £96.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Carmen No 2 - Classic (Panel) 1005714,WO99957PAN,Panaget,94.1,94.1,122.5,Wood,Design Panel,Panaget Carmen No 2 - Classic (Panel) 1005714,Price per SQM: £147.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Carmen No 5 - Classic (Panel) 1005712,WO63925PAN,Panaget,94.1,94.1,122.5,Wood,Design Panel,Panaget Carmen No 5 - Classic (Panel) 1005712,Price per SQM: £147.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Cuir - Authentic (Diva 184) 1014166,WO44955PAN,Panaget,56.1,56.1,78.33333333333333,Wood,Plank,Panaget Cuir - Authentic (Diva 184) 1014166,Price per SQM: £94.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Cuir - Authentic (Diva 184) 1014182,WO94576PAN,Panaget,77.23,77.23,108.33333333333334,Wood,Plank,Panaget Cuir - Authentic (Diva 184) 1014182,Price per SQM: £130.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Cuir - Origine (Diva 184) 1006550,WO73015PAN,Panaget,57.75,57.75,80.83333333333334,Wood,Plank,Panaget Cuir - Origine (Diva 184) 1006550,Price per SQM: £97.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Fauve - Zenitude (Diva 139) 1019709,WO65687PAN,Panaget,40.85,40.85,61.66666666666667,Wood,Plank,Panaget Fauve - Zenitude (Diva 139) 1019709,Price per SQM: £74.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Fauve - Zenitude (Diva 184) 1016472,WO39020PAN,Panaget,52.75,52.75,74.16666666666667,Wood,Plank,Panaget Fauve - Zenitude (Diva 184) 1016472,Price per SQM: £89.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Flamed Beech Cuivre (Diva 139) 1019714,WO60809PAN,Panaget,42.0,42.0,63.33333333333333,Wood,Plank,Panaget Flamed Beech Cuivre (Diva 139) 1019714,Price per SQM: £76.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Flamed Beech Satine (Diva 139) 1019711,WO42149PAN,Panaget,42.0,42.0,63.33333333333333,Wood,Plank,Panaget Flamed Beech Satine (Diva 139) 1019711,"Price per SQM: £76.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Flanelle - Authentic (Diva 184) 1014183,WO89103PAN,Panaget,77.23,77.23,108.33333333333334,Wood,Plank,Panaget Flanelle - Authentic (Diva 184) 1014183,Price per SQM: £130.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Flanelle - Zenitude (Diva 184) 1007324,WO49935PAN,Panaget,52.75,52.75,74.16666666666667,Wood,Plank,Panaget Flanelle - Zenitude (Diva 184) 1007324,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Grey Oil - Zenitude (Diva 184) 1007332,WO66224PAN,Panaget,52.75,52.75,74.16666666666667,Wood,Plank,Panaget Grey Oil - Zenitude (Diva 184) 1007332,"Price per SQM: £89.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Habano - Classic/Authentic (Herringbone 90) 1016742,WO96565PAN,Panaget,44.2,44.2,66.66666666666667,Wood,Herringbone,Panaget Habano - Classic/Authentic (Herringbone 90) 1016742,Price per SQM: £80.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Linen - Authentic (Diva 139) 1000299,WO36594PAN,Panaget,40.15,40.15,60.0,Wood,Plank,Panaget Linen - Authentic (Diva 139) 1000299,Price per SQM: £72.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Linen - Classic (Diva 139) 1019702,WO98998PAN,Panaget,45.95,45.95,69.16666666666667,Wood,Plank,Panaget Linen - Classic (Diva 139) 1019702,Price per SQM: £83.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Linen - Classic/Authentic (Herringbone 90) 1005924,WO16279PAN,Panaget,44.2,44.2,66.66666666666667,Wood,Herringbone,Panaget Linen - Classic/Authentic (Herringbone 90) 1005924,Price per SQM: £80.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
